"","X","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes","VecMismatchID"
"83",17780,"MTD2088","Generation Time","Average interval between the birth of an individual and the birth of its offspring","Generation Time","Average interval between the birth of an individual and the birth of its offspring",11.02,"day / 1 individual",0.02,0.02,"",952128,"second / individual",1728,1728,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",20,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",21
"84",17781,"MTD2088","Generation Time","Average interval between the birth of an individual and the birth of its offspring","Generation Time","Average interval between the birth of an individual and the birth of its offspring",9.66,"day / 1 individual",0.02,0.02,"",834624,"second / individual",1728,1728,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",25,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",21
"85",17782,"MTD2088","Generation Time","Average interval between the birth of an individual and the birth of its offspring","Generation Time","Average interval between the birth of an individual and the birth of its offspring",5.63,"day / 1 individual",0.02,0.02,"",486432,"second / individual",1728,1728,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",21
"76",17768,"MTD2086","Longevity","Length of adult life","Longevity","Length of adult life",14.9,"day / 1 individual",1.39,1.39,"",1287360,"second / individual",120096,120096,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",10,"direct","celsius",NA,NA,"","",NA,"",NA,NA,14.9,"day",1287360,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult (female)",10,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",10,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",22
"77",17769,"MTD2086","Longevity","Length of adult life","Longevity","Length of adult life",14.45,"day / 1 individual",1.32,1.32,"",1248480,"second / individual",114048,114048,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",15,"direct","celsius",NA,NA,"","",NA,"",NA,NA,14.45,"day",1248480,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult (female)",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",22
"78",17770,"MTD2086","Longevity","Length of adult life","Longevity","Length of adult life",14,"day / 1 individual",1.24,1.24,"",1209600,"second / individual",107136,107136,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",20,"direct","celsius",NA,NA,"","",NA,"",NA,NA,14,"day",1209600,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult (female)",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",22
"79",17771,"MTD2086","Longevity","Length of adult life","Longevity","Length of adult life",17,"day / 1 individual",1.8,1.8,"",1468800,"second / individual",155520,155520,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",25,"direct","celsius",NA,NA,"","",NA,"",NA,NA,17,"day",1468800,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult (female)",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",22
"80",17772,"MTD2086","Longevity","Length of adult life","Longevity","Length of adult life",8.56,"day / 1 individual",0.91,0.91,"",739584,"second / individual",78624,78624,"SE",15,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8.56,"day",739584,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","adult (female)",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",22
"71",17763,"MTD2085","Mortality Rate","Number of deaths scaled by population size, per unit time","Mortality Rate","Number of deaths scaled by population size, per unit time",0.01382132,"event / (1 individual * 24 hour)",NA,NA,"",1.6e-07,"event / (individual * second)",NA,NA,"",NA,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",10,"direct","celsius",NA,NA,"","",NA,"",NA,NA,72.351998,"day",6251212.6284165,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","juvenile",10,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",10,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",23
"72",17764,"MTD2085","Mortality Rate","Number of deaths scaled by population size, per unit time","Mortality Rate","Number of deaths scaled by population size, per unit time",0.01282922,"event / (1 individual * 24 hour)",NA,NA,"",1.484863e-07,"event / (individual * second)",NA,NA,"",NA,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",15,"direct","celsius",NA,NA,"","",NA,"",NA,NA,77.947063,"day",6734626.22252131,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","juvenile",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",23
"73",17765,"MTD2085","Mortality Rate","Number of deaths scaled by population size, per unit time","Mortality Rate","Number of deaths scaled by population size, per unit time",0.01299502,"event / (1 individual * 24 hour)",NA,NA,"",1.504053e-07,"event / (individual * second)",NA,NA,"",NA,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",20,"direct","celsius",NA,NA,"","",NA,"",NA,NA,76.952572,"day",6648702.2569699,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","juvenile",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",23
"74",17766,"MTD2085","Mortality Rate","Number of deaths scaled by population size, per unit time","Mortality Rate","Number of deaths scaled by population size, per unit time",0.007347258,"event / (1 individual * 24 hour)",NA,NA,"",8.5e-08,"event / (individual * second)",NA,NA,"",NA,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",25,"direct","celsius",NA,NA,"","",NA,"",NA,NA,136.105202,"day",11759489.4150081,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","juvenile",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",23
"75",17767,"MTD2085","Mortality Rate","Number of deaths scaled by population size, per unit time","Mortality Rate","Number of deaths scaled by population size, per unit time",0.0887982,"event / (1 individual * 24 hour)",NA,NA,"",1.027757e-06,"event / (individual * second)",NA,NA,"",NA,"terrestrial","lab",0.0019634954,"square metre",0.0019634954,"square metre",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,11.261489,"day",972992.671044029,"second",NA,3,"day",259200,"second","Tehran, Iran",NA,NA,"",0,NA,35.696,51.423,"Aphis gossypii","cotton aphid","","","","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","juvenile",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",43200,"entire life","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",1.2367221846004e-07,"kilogram",NA,"not stated","",NA,"",1.2367221846004e-07,"kilogram (wet body mass)","Cucumis sativus","cucumber","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis","sativus","",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",NA,"",NA,"entire life (seedling at four to five leaf stage)","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",0.15,"kilogram",NA,"","",NA,"",0.15,"kilogram (wet tissue mass)","mortality rate","life history","life history","Table 2","Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","http://dx.doi.org/10.1007/s10340-006-0132-y","Biotraits","null@null.invalid","",23
"1352",5321,"csm2S","Mortality Rate","",NA,NA,18.4,"%",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","49","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","Nymph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-9","Cera Mai","csm417@ic.ac.uk","",23
"1353",5331,"csm2S","Mortality Rate","",NA,NA,13.6,"%",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","48","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","Nymph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-10","Cera Mai","csm417@ic.ac.uk","",23
"1354",5341,"csm2S","Mortality Rate","",NA,NA,8.7,"%",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","46","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","Nymph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-11","Cera Mai","csm417@ic.ac.uk","",23
