publication_info_title,study_meta_data_canonical_name,study_meta_data_genus_or_above,study_meta_data_taxonomic_rank,study_meta_data_taxon_id,time_series_data_sample_start_date,time_series_data_sample_start_time,time_series_data_sample_end_date,time_series_data_sample_end_time,time_series_data_sample_value,study_meta_data_measurement_unit,study_meta_data_value_transform,time_series_data_sample_sex,time_series_data_sample_stage,time_series_data_sample_location,time_series_data_sample_collection_area,time_series_data_sample_lat_dd,time_series_data_sample_long_dd,time_series_data_sample_environment,time_series_data_additional_location_info,time_series_data_additional_sample_info,time_series_data_sample_name,study_meta_data_species_id_method,study_meta_data_study_design,study_meta_data_sampling_strategy,study_meta_data_sampling_method,study_meta_data_sampling_protocol,study_meta_data_location_description,gaul_admin_layers_adm2_name,gaul_admin_layers_adm1_name,gaul_admin_layers_adm0_name,gaul_admin_layers_geo_id,study_meta_data_geo_datum,study_meta_data_gps_obfuscation_info,publication_info_description,publication_info_collection_author_id,publication_info_collection_author_name,publication_info_dataset_citation,publication_info_publication_citation,publication_info_url,publication_info_contact_name,publication_info_contact_affiliation,publication_info_email,publication_info_orcid,publication_info_dataset_license
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-15,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-03-03,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-03-03,,0,,,female,adult,Saint Johns County,,29.83,-81.3146,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-14,,0,,,female,adult,Saint Johns County,,29.83,-81.3146,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-29,,0,,,female,adult,Saint Johns County,,29.83,-81.3146,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-03-03,,0,,,female,adult,Saint Johns County,,29.8356,-81.3107,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-21,,0,,,female,adult,Saint Johns County,,29.8521,-81.3192,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-12,,0,,,female,adult,Saint Johns County,,29.8521,-81.3192,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-16,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-30,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-03-03,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-23,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-14,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-18,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-26,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-29,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-15,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-28,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-12,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-04,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-21,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-08,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-15,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-09,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-08,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-21,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-15,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-18,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-29,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-30,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-26,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-23,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-04,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-14,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-09,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-12,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-11,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-28,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-09,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-15,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-08,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-16,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-15,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-11,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-04-14,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-23,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-26,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-06-30,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-07-28,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-05-12,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-09-29,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2015",Aedes aegypti,Aedes,SPECIES,1651891,,,2015-08-18,,0,,,female,adult,Saint Johns County,,29.8913,-81.3428,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288602,,,Richard Weaver;Weaver R.,,,,CC BY
